width,height,spacing,min_refl_val,min_refl_freq,max_trans_val,max_trans_freq
2.538883722829673,8.613351999854851,12.968511124308524,0.129565003721929,8.4875,0.8708923755761138,8.4875
3.646045439359057,13.85680158883733,6.323735813066937,0.0539273451991732,6.58625,0.9460722320335964,6.58625
3.666891457374307,10.287194978296576,11.57744282234374,0.0987059658811695,7.75625,0.9013013619537904,7.75625
5.974443863456306,6.863105368083797,9.32368123869452,0.2031741111618633,10.09625,0.7968269880680554,10.09625
5.783375788530377,6.360815573602458,13.482434092571586,0.1763087218691633,9.5,0.8236912781308374,9.5
4.061300132956006,9.210653858110348,12.797811814535793,0.121760989097763,8.195,0.8782348569373011,8.195
3.283662055579618,7.773773073130622,10.975828833661202,0.1647428750847706,9.24125,0.8352571230974231,9.24125
3.038184669995576,8.328515170114425,8.922299456281827,0.1656567881154088,9.275,0.8343432523399703,9.275
5.195369189155692,13.163274865284771,7.829757194303994,0.0570515046246081,6.6875,0.9429484953753876,6.6875
4.562757649005457,7.441393646733456,13.283547233555485,0.1509153382241489,8.92625,0.849086091193581,8.92625
2.445823661192039,7.005594977964521,8.888599318043697,0.2114840165708512,10.31,0.7885159834291485,10.31
5.892503838511068,12.085592477438285,5.649724930496927,0.0824494482812692,7.385,0.9175512021205138,7.385
2.8654745472765253,11.3159099465333,8.347820170829742,0.0983242338620238,7.80125,0.90166327977231,7.80125
4.329456605722209,10.068016314495056,12.21764543251351,0.1010178416695056,7.79,0.8989814521150815,7.79
2.8919364783789,12.47962451996721,9.09073481397229,0.069386135188679,7.05875,0.9306140811107756,7.05875
4.74739344069866,11.702319092457968,5.144412076965147,0.0902026805877872,7.61,0.9097974081072026,7.61
5.861471947474904,7.623744614877117,5.3724385861080615,0.2074408667380175,10.20875,0.7925592949918879,10.20875
3.851583760896317,12.897859253128168,11.7565570396918,0.0575338489256696,6.69875,0.9424678640638527,6.69875
4.608476326625423,6.264106330459144,7.857296722027177,0.2359845895096012,11.0525,0.764015420539841,11.0525
2.68985545018408,8.917611556391119,11.345501474290812,0.1332170588953996,8.58875,0.8667833592992834,8.58875
5.534442447741879,9.66067116948048,8.653167046596131,0.1213474683027179,8.33,0.8786568848432571,8.33
2.1727556586436823,10.593636756371165,13.76709457763794,0.0878381997281656,7.4975,0.9121620911284491,7.4975
3.2248382727929226,12.038244340330891,9.793767441534165,0.0759294757523608,7.23875,0.9240878333887884,7.23875
2.3167783741797208,11.13987094989534,5.991593849932449,0.1121169429828693,8.1275,0.887885256770207,8.1275
2.997360098282228,10.534164369938456,6.108426976935849,0.118007916204628,8.25125,0.882013198556029,8.25125
3.3659150784899623,7.177480821442595,5.784742975578693,0.2275949641450092,10.7825,0.7724050361447581,10.7825
5.090671938056621,12.97591226287824,12.187955419679293,0.0546363909901779,6.5975,0.9453681774057674,6.5975
3.928565113184354,5.939975415567693,7.315704133871696,0.2482552030537507,11.64875,0.7517447968275692,11.64875
5.25366030759157,8.538010196527992,6.591259273188165,0.16603904127811,9.28625,0.8339599222211584,9.28625
2.103304803329649,13.77352215293102,10.6005835784675,0.0554567643737304,6.62,0.9445436404292026,6.62
4.36840664862544,5.714702161425285,7.088255267232583,0.2516280675059585,12.0875,0.7483720935535902,12.0875
5.62036604232036,12.294088857718885,12.046661664476431,0.0614870792956755,6.81125,0.9385126598694932,6.81125
3.962114303756717,6.071064959270254,10.487043120005705,0.2209330215876348,10.5575,0.7790778564623492,10.5575
3.78310000283453,5.086923385690171,12.3876161355286,0.2263203429231827,10.7375,0.7736796570768102,10.7375
2.784816014682696,6.675415232101604,8.172826835846827,0.2257607449450233,10.72625,0.7742392630271356,10.72625
3.139212064450386,12.791877359235396,11.010871990220553,0.0603023797371151,6.78875,0.9396976202628812,6.78875
4.667937682727361,13.579544300728804,10.84414202565442,0.0533509426723107,6.53,0.9466450437058926,6.53
2.3448457149326174,5.801196318123364,5.216242852482361,0.2411656580445577,13.02125,0.758833993046973,13.02125
